article_factor,article_id,article,authors,published_journal,NOTES__RHS_VARIABLES__ETC_
26,Addison et al. (2012),"The Effect of MWs on Labor Market Outcomes -  County-Level Estimates from the Restaurant & Bar Sector","Addison, Blackburn & Cotti","British Journal of Industrial Relations","OLS - canonical model (Table 2, Panel a)"
40,Liu et al. (2015),"Impact of the Minimum Wage on Youth Labor Markets","Liu, Hyclak, & Regmi","Labour","Table 2, Panel A, col 1"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 4 (2,6)"
37,Neumark et al. (2014b),"More on Recent Evidence on the Effects of Minimum Wages in the United States ","Neumark, Salas & Wascher","NBER working paper","Table 4 (4,3)"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 4 (7,1): MW, 1990:1-2011:4, No State Trends"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 4 Col 1: All estimates identical to 2012 WP version by Hoffman & Ke (except for 1 typo: see below)"
19,Sabia (2009a),"Identifying Minimum Wage Effects: New Evidence from Monthly CPS Data","Sabia","Industrial Relations","Table 4 (1,4)"
8,Orazem and Mattila (2002),"MW effects on hours, employment, and number of firms: The Iowa case","Orazem,P. F.; Mattila,J. P.","Journal of Labor Research","Table 4: no industry controls, Rural covered"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 1 (Panel B, (1,1))"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 4 (2,5)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 7, Spec 3 (State specific time trends)"
2,Campolieti et al. (2006),"Minimum Wage Impacts from a Prespecified Research Design: Canada 1981Ð1997","Campolieti, Gunderson and Riddell","Industrial Relations","Baseline, excluding prime-age skilled employment rate, MW & Hourly Wage Separated"
19,Sabia (2009a),"Identifying Minimum Wage Effects: New Evidence from Monthly CPS Data","Sabia","Industrial Relations","Table 4 (1,5)"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 2 West South Central"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Teenage Boys, Relative Minwage"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 4 (6,4): Cash Wage, 1994:1-2007:3, State Trends"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","All-County"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel B, (1,6))"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 4 (2,4)"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 2 East North Central"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 5, Joint minimum wage effect, Spec 3 (State specific time trends)"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 4(6,12): Cash Wage, DD (FS-LS) Restaurants, 1994:1-2007:3, State Trends"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
17,Keil et al. (2009),"Univariate Regressions of Employment on Minimum Wages in the Panel of U.S. States","Keil, M.; Robertson, D. and Symons, J.","Robert Day School of Economics and Finance Research Paper","Table 2, Model 4"
18,Neumark and Nizalova (2007),"MW Effects in the LR","Neumark & Nizalova","Journal of Human Resources","Table 2 (1,2) 16-19"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Immigrants, Women, All Individuals"
17,Keil et al. (2009),"Univariate Regressions of Employment on Minimum Wages in the Panel of U.S. States","Keil, M.; Robertson, D. and Symons, J.","Robert Day School of Economics and Finance Research Paper","Table 3, Model 13"
4,Addison and Ozturk (2012),"Minimum Wages, Labor Market Institutions, and Female Employment: A Cross-Country Analysis","Addison and Ozturk","Industrial and Labor Relations Review","BDM Issues"
17,Keil et al. (2009),"Univariate Regressions of Employment on Minimum Wages in the Panel of U.S. States","Keil, M.; Robertson, D. and Symons, J.","Robert Day School of Economics and Finance Research Paper","Table 3, Model 11"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 7, Spec 1 (Canonical)"
37,Neumark et al. (2014b),"More on Recent Evidence on the Effects of Minimum Wages in the United States ","Neumark, Salas & Wascher","NBER working paper","Table 5 (1,5)"
2,Campolieti et al. (2006),"Minimum Wage Impacts from a Prespecified Research Design: Canada 1981Ð1997","Campolieti, Gunderson and Riddell","Industrial Relations","Nonenrolled with high school education or less, including prime-age skilled employment rate, MW Index"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 8, Spec 2 (Division-specific time controls: 1990-2005)"
41,Powell (2015),"Synthetic Control Estimation Beyond Case Studies - Does the Minimum Wage Reduce Employment","Powell","RAND working paper","Table 3, Column 3"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Teenage Boys, Real Minwage"
4,Addison and Ozturk (2012),"Minimum Wages, Labor Market Institutions, and Female Employment: A Cross-Country Analysis","Addison and Ozturk","Industrial and Labor Relations Review","BDM Issues"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 2 (2,5): MW, 1990:1-2011:4, No State Trends"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 2 West North Central"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 5, Joint minimum wage effect, Spec 4 (Both sets of time controls)"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 7, 20-59, Not HS Grad, (DIDID)"
18,Neumark and Nizalova (2007),"MW Effects in the LR","Neumark & Nizalova","Journal of Human Resources","Table 2 (1,3) 16-19"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 6, Panel C (1,1): County Trends, by right-to-work status"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 10 (Panel A, (2,2))"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
15,Addison et al. (2009),"Do MWs raise employment? Evidence from the U.S. retail-trade sector","Addison, Blackburn & Cotti","Labour Economics","Table 3, Panel B, Col 5: Fixed Effects"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 4 (6,3): Cash Wage, 1994:1-2007:3, No State Trends"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Teenagers, Real Minwage"
2,Campolieti et al. (2006),"Minimum Wage Impacts from a Prespecified Research Design: Canada 1981Ð1997","Campolieti, Gunderson and Riddell","Industrial Relations","Baseline, excluding prime-age skilled employment rate, MW & Hourly Wage Separated"
29,Addison et al. (2013),"Minimum Wage Increases in a Recessionary Environment","Addison, Blackburn & Cotti","Labour Economics","Table 3, Row 2 (CPS, State Trends)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel B, (1,5))"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","All-County, Total Pvt Sector"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (4,1)"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Immigrants, Women, Relative Minwage"
17,Keil et al. (2009),"Univariate Regressions of Employment on Minimum Wages in the Panel of U.S. States","Keil, M.; Robertson, D. and Symons, J.","Robert Day School of Economics and Finance Research Paper","Table 2, Model 2"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 8 Col. 1 Row 1"
37,Neumark et al. (2014b),"More on Recent Evidence on the Effects of Minimum Wages in the United States ","Neumark, Salas & Wascher","NBER working paper","Table 5 (1,6)"
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.","Journal of Labor Economics","Table 3"
40,Liu et al. (2015),"Impact of the Minimum Wage on Youth Labor Markets","Liu, Hyclak, & Regmi","Labour","Table 2, Panel B, col 1"
2,Campolieti et al. (2006),"Minimum Wage Impacts from a Prespecified Research Design: Canada 1981Ð1997","Campolieti, Gunderson and Riddell","Industrial Relations","PT only, Baseline specification, MW & Hourly Wage Separated"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel A, (1,1))"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 4 (6,1): Cash Wage, 1990:1-2011:4, No State Trends"
2,Campolieti et al. (2006),"Minimum Wage Impacts from a Prespecified Research Design: Canada 1981Ð1997","Campolieti, Gunderson and Riddell","Industrial Relations","Including prime-age skilled employment rate, MW & Hourly Wage Separated"
2,Campolieti et al. (2006),"Minimum Wage Impacts from a Prespecified Research Design: Canada 1981Ð1997","Campolieti, Gunderson and Riddell","Industrial Relations","FT only, Baseline specification, MW & Hourly Wage Separated"
41,Powell (2015),"Synthetic Control Estimation Beyond Case Studies - Does the Minimum Wage Reduce Employment","Powell","RAND working paper","Table 3, Column 1"
37,Neumark et al. (2014b),"More on Recent Evidence on the Effects of Minimum Wages in the United States ","Neumark, Salas & Wascher","NBER working paper","Table 4 (2,1)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (3,1)"
17,Keil et al. (2009),"Univariate Regressions of Employment on Minimum Wages in the Panel of U.S. States","Keil, M.; Robertson, D. and Symons, J.","Robert Day School of Economics and Finance Research Paper","Table 2, Model 3"
37,Neumark et al. (2014b),"More on Recent Evidence on the Effects of Minimum Wages in the United States ","Neumark, Salas & Wascher","NBER working paper","Table 4 (3,1)"
